index,AD_1_02_1,AD_1_04_1,AD_1_08_1,AD_1_09_1,AD_1_11_1,AD_1_13_1,AD_2_01_1,AD_2_02_1,AD_2_03_1,AD_2_05_1,AD_2_07_1,AD_3_00_1,AD_3_01_1,AD_3_03_1,AD_3_05_1,AD_3_07_1,AD_4_10_1,AD_4_11_1,AD_4_12_1,AD_4_13_1,AD_5_09_1,AD_5_10_1,AD_5_11_1,AD_5_12_1,AD_5_13_1,AD_6_09_1,AD_6_10_1,AD_6_11_1,AD_6_12_1,AD_6_13_1,AD_7_06_1,AD_7_08_1,AD_7_09_1,AD_7_11_1,AD_7_12_1,AD_8_03_1,AD_8_05_1,AD_8_07_1,AD_8_09_1,AD_8_11_1,AD_8_12_1,AD_9_04_1,AD_9_06_1,AD_9_09_1,AD_10_04_1,AD_10_06_1,AD_10_09_1,AD_10_10_1,AD_11_02_1,AD_11_03_1,AD_11_04_1,AD_11_08_1,AD_11_10_1,AD_12_02_1,AD_12_03_1,AD_12_05_1,AD_12_07_1,AD_13_00_1,AD_13_03_1,AD_13_04_1,AD_13_06_1,AD_14_00_1,AD_14_01_1,AD_14_03_1,AD_14_05_1,AD_14_07_1,AD_14_10_1,AD_14_13_1,AD_14_14_1,AD_15_00_1,AD_15_01_1,AD_15_03_1,AD_15_04_1,AD_15_06_1,N_1_01_1,N_1_05_1,N_1_07_1,N_1_08_1,N_1_09_1,N_2_00_1,N_2_01_1,N_2_03_1,N_2_06_1,N_2_08_1,N_3_01_1,N_3_03_1,N_3_04_1,N_3_06_1,N_4_01_1,N_4_02_1,N_4_04_1,N_4_06_1,N_4_08_1,N_5_03_1,N_5_04_1,N_5_06_1,N_5_08_1,N_5_10_1,N_6_01_1,N_6_02_1,N_6_03_1,N_6_06_1,N_6_08_1,N_7_01_1,N_7_02_1,N_7_04_1,N_7_07_1,N_8_01_1,N_8_05_1,N_8_07_1,N_9_00_1,N_9_03_1,N_9_06_1,N_9_08_1,N_9_12_1
ENSG00000077097,10,21,14,15,39,14,25,7,23,36,12,17,48,10,1,47,13,27,2,9,27,9,9,7,2,26,17,0,6,25,13,3,30,11,19,23,6,19,6,0,35,8,7,14,31,31,32,48,1,0,29,7,10,41,3,12,12,9,13,12,2,43,50,36,35,16,20,43,17,0,10,0,50,7,6,6,19,26,7,35,35,34,4,43,22,40,14,19,0,0,10,13,6,9,35,46,12,39,5,23,27,56,34,39,16,11,13,29,6,5,45,17,8,17,16
ENSG00000011376,6,12,9,34,14,18,10,12,22,13,21,27,45,35,8,23,15,15,16,20,28,28,22,12,9,3,24,4,27,44,9,28,22,7,38,28,13,5,13,2,37,3,17,26,10,10,25,5,9,0,3,1,0,34,1,3,17,23,0,7,6,4,20,3,42,15,23,35,40,11,1,5,0,20,15,0,23,19,9,75,46,34,15,36,44,11,11,13,0,0,0,11,7,9,18,7,29,10,22,48,33,25,18,13,11,34,11,17,10,3,10,25,8,15,29
ENSG00000213689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000010256,0,26,1,16,6,11,0,8,14,3,3,2,25,12,1,19,7,5,12,2,6,4,0,6,0,7,1,4,0,28,9,5,8,2,10,15,10,8,6,5,20,6,13,5,1,11,10,24,1,4,8,4,0,13,0,22,0,5,9,14,1,10,15,10,10,4,1,7,4,0,7,0,11,9,1,0,3,8,8,34,8,4,5,18,45,2,11,2,0,0,6,2,9,7,2,12,4,3,0,9,11,11,15,7,4,2,10,16,10,14,9,5,6,7,13
ENSG00000177479,7,16,24,21,21,19,14,16,44,29,17,43,51,11,1,47,18,12,27,9,19,22,2,27,24,17,11,12,19,58,48,26,19,9,19,21,7,19,28,15,16,24,22,35,9,5,7,41,22,12,11,12,7,17,4,25,22,16,6,6,31,37,35,52,12,33,14,25,18,19,1,15,41,11,35,2,14,18,3,64,17,19,22,67,41,1,10,8,2,2,19,18,2,8,12,25,29,33,26,23,12,30,18,16,36,19,15,24,8,23,16,25,18,8,36
ENSG00000144848,14,18,9,14,13,4,10,11,4,24,4,14,27,0,2,31,19,5,15,9,12,6,0,14,11,12,6,20,4,28,29,25,16,8,24,19,16,7,4,0,15,13,19,10,8,12,15,16,13,0,13,0,0,35,8,10,10,2,0,12,2,37,33,28,11,18,17,48,26,15,4,28,15,9,0,9,19,13,9,40,23,19,27,28,37,9,7,28,0,5,0,4,7,12,9,25,12,11,3,8,13,38,34,11,14,18,17,44,12,21,26,28,16,9,27
ENSG00000114573,19,10,8,21,13,3,26,48,24,20,14,30,36,25,2,38,8,5,8,9,10,24,7,24,36,29,8,7,8,37,31,7,12,14,24,42,7,6,32,0,13,4,18,18,15,3,16,2,0,0,32,14,7,34,1,12,20,5,1,8,24,31,24,22,2,33,11,40,11,20,25,1,21,13,10,0,16,8,5,42,14,18,23,23,16,0,22,26,0,0,27,5,3,5,5,14,8,7,2,17,12,27,10,23,11,10,18,21,19,18,36,40,0,20,5
ENSG00000173175,24,29,10,37,25,27,20,24,30,22,17,39,36,4,15,15,17,12,8,29,10,4,14,12,34,36,14,19,7,27,24,59,10,21,34,34,29,9,16,5,46,22,30,23,16,10,11,14,20,34,22,20,2,35,8,10,13,7,0,6,10,20,36,25,17,6,14,19,31,3,0,8,45,27,0,3,20,15,13,50,19,29,14,36,35,15,19,14,5,59,2,7,5,8,26,3,21,20,38,32,21,24,37,22,9,22,24,39,12,7,14,27,5,13,12
ENSG00000070476,11,16,36,10,17,15,22,32,7,9,18,14,38,37,8,26,23,15,46,9,18,15,4,4,21,17,1,0,4,51,7,10,17,9,37,28,9,22,24,10,11,33,30,16,7,18,24,23,6,4,17,1,7,11,23,38,3,33,3,0,15,18,36,27,13,16,51,45,25,3,24,1,25,5,5,3,7,26,11,49,46,42,9,51,21,20,13,5,0,13,5,9,9,8,23,13,24,17,6,29,55,62,5,44,14,21,11,29,15,22,6,23,2,24,18
ENSG00000017260,7,16,31,49,40,23,3,24,24,56,32,48,58,6,6,29,39,32,25,18,23,24,2,29,11,33,20,32,19,62,24,9,24,18,27,28,30,50,21,29,45,23,18,32,16,31,47,24,11,0,10,34,8,46,15,38,12,9,10,18,2,51,41,7,17,24,5,34,37,3,18,38,16,51,26,39,26,20,14,64,53,41,44,57,48,22,12,15,0,0,37,10,12,18,17,41,24,13,29,27,15,22,28,31,23,25,18,21,16,37,43,29,6,29,21
ENSG00000163781,16,11,28,26,18,17,22,31,15,28,31,35,31,43,32,41,16,16,9,10,10,27,0,9,12,15,16,3,21,37,13,26,19,13,17,8,22,13,14,1,10,26,14,26,13,18,38,29,6,0,18,15,7,28,46,31,13,30,0,16,4,29,30,20,11,84,12,32,16,0,0,2,23,37,7,3,34,13,7,36,28,31,8,37,35,24,12,6,0,0,11,4,17,2,10,10,25,34,8,5,24,69,14,20,19,40,24,19,14,15,9,48,18,1,21
ENSG00000114127,27,46,7,20,47,34,60,50,73,57,17,50,72,34,25,66,37,44,9,30,48,31,7,27,32,33,22,25,55,69,50,15,43,34,44,28,21,38,19,25,40,7,38,52,10,34,62,63,32,1,23,10,1,38,20,59,38,7,19,25,21,19,26,24,15,39,25,38,68,16,19,11,37,48,45,61,27,27,37,67,37,36,31,79,52,49,21,16,6,0,41,17,28,12,17,39,47,32,13,28,53,31,93,39,38,43,27,38,30,22,43,39,9,33,36
ENSG00000175054,21,17,40,31,30,29,49,34,33,17,15,65,69,25,7,69,24,23,8,22,21,26,37,8,66,82,22,0,12,61,24,18,29,25,48,27,34,10,38,54,53,2,49,39,11,2,59,38,17,0,26,7,19,36,8,52,17,16,1,32,29,61,44,17,28,36,23,27,28,48,25,33,23,51,25,18,35,69,23,63,36,76,46,55,68,42,38,26,6,19,26,28,23,31,14,27,31,34,51,28,81,25,51,40,35,64,48,39,28,13,32,24,32,19,22
ENSG00000154310,31,0,9,26,40,25,32,28,32,37,12,24,52,51,12,70,10,21,33,18,25,33,3,12,48,17,4,13,13,51,31,43,35,13,58,38,27,16,22,88,43,17,52,36,3,8,29,27,12,72,14,8,4,46,19,38,17,8,1,24,7,22,17,26,18,44,9,27,34,7,35,6,75,63,18,21,29,24,30,67,44,42,48,34,70,27,17,29,0,0,11,12,25,7,34,35,25,17,1,34,23,39,110,39,13,41,14,28,16,10,43,18,20,35,35
ENSG00000172667,17,22,16,16,19,26,19,22,9,11,21,49,59,36,6,49,30,35,18,18,5,27,70,4,18,16,2,9,12,40,6,7,33,16,14,8,3,29,6,3,36,3,8,29,21,17,9,34,17,0,26,0,26,11,3,19,18,0,2,6,14,58,9,24,8,20,11,24,20,24,0,0,16,46,3,3,17,12,28,56,19,59,15,41,37,19,9,14,0,0,1,10,8,7,7,18,41,31,5,44,24,23,78,37,10,31,17,5,5,33,29,12,11,8,20
ENSG00000114770,33,25,39,34,28,10,50,50,19,44,17,40,55,42,1,65,39,29,22,20,35,38,35,31,16,31,30,19,11,84,36,33,34,37,39,26,21,40,52,0,27,2,87,41,25,15,25,23,51,0,18,19,11,20,27,55,26,16,16,13,1,15,32,35,8,22,8,47,64,18,18,9,54,19,31,9,53,32,25,115,52,28,22,63,35,21,28,31,13,5,27,33,17,6,40,32,29,29,34,53,29,42,80,32,18,23,25,49,12,49,51,59,8,22,48
ENSG00000113916,11,15,14,12,19,7,20,8,22,10,8,22,41,15,11,34,7,4,9,6,9,24,27,13,10,14,27,6,39,40,9,12,15,16,11,7,0,32,10,0,0,12,18,18,25,7,22,9,18,0,14,9,5,16,5,12,12,3,5,11,1,32,18,9,7,8,9,27,10,25,2,3,9,29,5,6,15,7,9,32,38,30,30,28,27,4,8,6,1,4,10,17,10,0,19,11,13,10,14,12,9,21,21,10,14,11,8,20,17,7,3,32,3,11,28
ENSG00000189058,6,0,19,13,6,2,0,21,0,4,5,3,24,0,10,13,9,8,6,7,15,9,0,12,10,5,7,1,4,23,10,9,0,5,13,13,0,21,0,9,1,1,16,14,0,14,12,10,0,3,0,4,0,19,13,2,2,2,5,10,3,8,1,21,18,19,2,14,12,2,0,0,10,0,1,0,2,0,16,23,5,15,39,10,13,8,4,6,0,1,14,2,5,10,2,9,6,8,4,5,0,15,8,8,9,8,15,5,3,4,14,4,4,4,18
ENSG00000087008,15,9,20,15,11,15,12,26,34,19,6,7,30,20,16,24,8,4,8,4,8,3,3,8,4,17,7,0,8,31,9,0,21,8,14,25,12,9,7,6,1,2,18,15,15,0,22,11,4,0,1,2,0,16,0,9,8,5,0,3,6,11,3,11,23,18,14,24,13,8,17,1,0,17,3,2,3,11,12,30,21,20,13,18,28,6,8,2,1,6,1,4,9,5,12,3,9,11,14,10,14,5,30,10,5,27,26,30,15,5,16,9,9,15,19
ENSG00000053900,10,11,17,32,41,22,51,9,15,33,30,14,52,19,11,53,16,5,22,5,56,13,1,22,47,19,7,23,36,52,29,26,28,10,39,36,6,22,6,21,9,11,20,16,21,25,22,42,11,25,13,5,40,18,19,83,7,10,18,2,17,60,54,32,49,24,43,19,21,16,48,1,20,30,4,7,35,27,8,61,23,73,4,56,26,44,23,34,0,0,29,14,17,18,8,20,4,24,3,28,61,46,19,20,30,33,11,41,26,14,43,17,5,21,37
ENSG00000154277,2,4,2,24,5,6,20,11,14,8,1,5,19,0,3,8,8,17,1,5,11,5,0,0,6,0,10,0,1,9,22,12,5,6,1,3,6,0,2,0,10,5,4,9,29,11,1,8,16,0,0,1,2,7,20,9,3,1,1,5,0,8,1,3,31,20,0,15,10,7,0,2,0,0,2,0,17,4,1,15,21,5,6,7,10,0,6,0,0,1,11,0,0,0,3,5,11,6,4,4,16,10,10,8,11,5,1,11,2,0,18,3,8,2,9
ENSG00000163625,59,25,56,47,50,48,56,57,26,60,34,83,127,73,53,110,50,68,20,28,55,93,23,33,58,49,14,26,8,88,41,37,70,41,71,38,31,33,64,12,21,28,63,42,28,30,68,114,26,59,13,15,9,69,12,49,30,24,77,24,32,52,73,76,74,53,19,67,51,16,41,17,131,33,33,19,36,49,75,117,90,42,77,115,79,34,35,25,26,13,50,6,23,12,25,46,45,63,33,40,86,69,63,63,52,37,52,42,43,24,65,55,55,21,93
ENSG00000197894,4,8,25,12,10,34,25,21,19,6,8,14,27,8,28,21,5,4,10,5,13,24,9,4,10,1,0,5,1,27,4,2,22,9,9,10,11,6,5,0,9,2,11,9,3,26,25,8,2,0,5,10,77,0,4,22,13,18,0,7,16,32,22,1,26,18,2,25,2,19,12,6,3,13,11,5,9,19,16,27,33,17,29,18,16,13,6,4,0,2,1,8,6,6,1,27,5,30,41,4,11,10,9,16,13,14,9,12,10,17,1,6,4,7,15
ENSG00000164111,8,2,19,3,8,3,20,7,6,12,0,5,13,9,0,22,1,8,3,10,7,0,2,25,2,8,1,0,0,22,5,4,6,4,7,27,0,5,14,0,40,0,12,6,0,0,12,13,6,1,5,0,2,5,2,5,12,1,25,0,1,6,9,5,17,7,6,15,9,3,9,0,24,8,11,0,22,4,2,30,29,24,12,17,25,16,5,8,0,0,0,0,0,3,16,8,6,10,3,7,0,2,9,15,2,14,19,22,0,14,13,11,12,6,17
ENSG00000164162,12,5,5,3,4,9,3,1,22,9,27,8,14,15,7,16,6,9,11,3,3,5,23,1,10,25,0,0,7,8,0,4,3,9,1,7,8,7,4,0,0,0,17,10,2,11,11,5,0,0,1,0,3,26,1,31,4,24,0,0,0,11,14,1,6,20,5,2,14,12,2,10,0,3,7,2,0,12,0,27,6,23,15,17,20,12,7,7,205,0,0,7,0,2,1,13,2,5,0,17,20,7,2,15,4,4,6,4,5,9,15,10,39,29,28
ENSG00000145425,1,2,8,8,11,0,2,12,1,3,8,12,29,28,2,9,13,5,9,10,6,0,1,5,7,10,2,0,8,8,7,5,26,5,12,9,2,2,7,0,18,14,18,3,4,9,6,7,2,0,1,0,0,8,13,7,5,5,13,0,0,2,18,0,4,11,16,8,0,2,0,0,2,20,0,0,4,18,14,22,1,26,4,5,24,9,11,2,0,5,9,2,0,5,1,10,8,14,2,10,4,1,0,14,12,9,5,11,10,6,8,11,1,12,3
ENSG00000130449,7,7,13,7,7,16,16,13,17,5,18,6,35,4,0,17,10,11,18,7,14,8,1,37,10,8,4,0,1,15,6,16,6,22,20,18,9,3,16,6,10,0,13,15,20,7,17,14,11,1,3,5,0,9,1,35,10,6,0,20,14,7,10,15,19,23,20,26,16,3,0,0,9,20,0,29,18,4,10,25,23,35,27,12,20,6,6,11,0,0,8,13,5,3,19,22,15,27,4,27,10,15,22,15,27,10,12,3,8,20,3,11,15,17,24
ENSG00000146007,7,0,2,7,3,13,3,13,18,0,1,6,30,2,19,11,2,5,0,1,0,1,0,0,16,4,0,0,5,11,3,3,8,1,1,2,3,11,5,0,3,15,3,10,0,11,6,6,8,0,0,0,0,13,0,6,14,0,2,0,1,1,0,9,7,16,8,2,6,0,3,9,1,0,6,3,12,7,2,20,8,12,4,28,7,11,4,4,10,0,15,2,0,4,7,10,5,5,3,36,0,16,7,3,12,2,3,6,0,10,19,5,9,9,15
ENSG00000189298,7,3,15,16,8,10,0,34,20,14,24,25,24,19,5,15,18,11,4,11,13,0,8,0,11,3,2,3,6,30,13,8,12,16,10,4,11,1,6,0,4,2,14,2,5,0,8,8,0,0,2,1,17,15,11,22,19,3,0,0,6,16,12,11,1,5,12,32,22,7,2,10,22,20,2,7,14,18,11,33,5,28,15,12,20,3,6,13,1,0,15,0,8,11,6,19,20,16,1,4,22,2,9,13,7,14,15,4,7,12,14,28,7,18,13
ENSG00000030110,3,1,6,3,6,0,4,6,9,3,12,5,7,3,6,12,8,0,0,0,9,4,0,0,0,1,6,0,5,15,2,1,0,0,1,1,0,4,5,4,2,4,5,3,9,0,0,5,2,0,2,4,1,9,4,0,1,0,0,3,0,2,0,0,3,9,0,9,15,0,1,0,8,2,14,0,7,19,8,7,3,0,2,7,2,1,4,3,0,0,6,5,0,0,2,2,5,10,0,10,3,2,6,0,0,6,4,4,0,7,10,13,2,6,6
ENSG00000112715,28,22,40,34,46,9,35,51,33,21,14,48,74,19,15,48,17,28,19,7,43,12,18,23,28,28,16,4,22,62,29,33,40,29,18,36,18,11,38,0,8,21,39,23,14,78,53,33,4,3,28,19,24,36,14,37,32,13,15,16,5,26,42,33,23,49,15,39,28,2,14,18,53,35,10,10,9,28,36,85,43,43,17,71,30,51,29,29,4,0,8,21,16,14,20,39,33,30,6,38,30,67,27,35,28,34,25,41,14,24,58,31,23,25,65
ENSG00000057663,18,12,3,11,1,3,0,7,11,4,3,16,11,6,9,23,15,0,18,13,11,34,10,5,23,27,16,5,1,24,10,12,7,11,2,16,8,7,1,3,1,0,6,12,20,18,26,23,10,0,9,45,5,8,10,21,9,0,13,7,10,12,4,46,2,18,13,31,13,19,18,1,6,17,21,0,6,5,7,20,10,0,17,14,14,15,1,3,0,18,0,5,0,3,14,5,7,6,7,14,2,2,16,2,6,16,2,7,3,9,1,12,12,16,23
ENSG00000123505,13,33,32,29,15,18,37,13,10,54,4,24,40,31,22,18,18,15,12,16,12,18,22,22,17,13,27,2,11,40,6,9,3,16,21,34,25,12,9,1,41,5,10,19,28,7,26,17,5,0,32,14,95,23,18,18,10,13,0,10,0,18,35,25,13,50,60,32,16,3,16,7,40,0,21,2,13,22,21,73,27,41,23,34,24,9,24,11,6,7,28,11,7,13,7,22,15,32,49,14,40,26,41,19,20,18,24,59,18,6,6,17,11,15,14
ENSG00000111875,0,12,1,9,13,2,13,3,5,10,0,9,16,2,9,13,2,3,4,4,9,0,0,0,3,16,17,0,8,13,5,3,10,1,6,12,6,0,4,0,0,0,9,12,1,0,12,2,2,2,9,0,1,0,0,3,13,0,3,0,1,4,0,6,5,3,10,12,1,0,0,5,1,7,0,1,0,0,5,16,19,1,1,8,18,8,0,8,0,0,6,0,3,0,5,5,0,4,1,1,1,6,3,7,0,1,8,3,5,7,9,1,2,5,5
ENSG00000146376,4,13,7,14,11,11,7,8,14,25,31,4,21,56,5,41,9,8,7,13,15,0,12,10,25,3,12,0,0,19,3,32,19,13,40,13,2,18,17,0,19,29,10,11,4,16,18,12,5,0,8,9,22,9,1,35,15,12,0,0,29,23,29,7,20,5,36,14,3,0,8,11,1,16,2,8,10,20,17,43,18,30,40,20,21,27,5,4,5,0,11,11,4,18,9,40,9,11,18,13,3,22,21,12,0,11,3,6,19,27,0,22,9,2,29
ENSG00000028839,0,11,7,19,16,4,23,12,2,1,17,5,16,0,4,15,0,3,4,3,1,0,11,0,6,10,4,0,3,14,9,9,8,2,3,15,7,2,11,0,5,1,12,11,1,11,10,14,6,0,0,3,0,9,2,23,8,14,7,8,1,0,25,4,1,11,18,11,8,0,13,9,0,8,2,0,10,8,1,21,6,22,11,37,20,14,2,13,0,0,0,2,9,2,12,0,10,7,3,8,27,3,6,11,3,15,10,9,18,2,5,17,7,1,8
ENSG00000112592,4,13,1,16,10,8,18,13,7,4,2,9,15,18,1,9,8,2,0,3,18,13,0,1,5,5,23,0,0,22,4,7,6,7,7,7,0,0,7,6,1,1,6,6,0,18,4,2,3,0,4,1,0,4,0,7,0,10,0,10,0,14,10,28,7,12,14,6,14,1,7,0,21,2,3,4,6,7,8,12,5,7,12,26,8,10,5,2,0,0,0,5,0,1,3,6,4,4,0,2,28,0,9,3,2,4,4,13,1,0,23,15,5,3,9
ENSG00000157954,18,16,11,18,36,18,17,4,42,27,34,26,52,26,20,50,16,22,20,25,28,7,5,25,26,43,11,6,6,49,23,19,25,18,29,44,14,21,11,26,23,24,22,31,1,38,31,24,27,1,21,11,13,29,30,44,17,11,1,16,10,35,24,35,11,64,18,59,23,6,18,20,25,22,8,3,42,29,17,74,28,36,21,73,31,13,13,21,0,0,0,29,23,7,17,22,14,44,19,26,18,28,20,26,17,13,15,22,11,20,16,30,9,33,20
ENSG00000106305,1,2,0,3,7,0,3,1,0,10,2,5,7,0,0,6,1,9,0,1,0,4,0,0,1,11,0,0,0,16,0,19,9,5,1,0,12,5,5,0,9,6,1,5,0,3,2,11,0,0,5,4,0,1,2,12,0,0,0,1,9,4,2,0,4,1,0,19,5,1,0,0,9,0,2,0,13,1,3,28,6,0,3,7,4,7,2,0,0,0,7,5,1,2,2,7,0,2,0,3,10,7,1,7,1,0,1,1,0,2,0,9,5,2,2
ENSG00000187546,6,22,2,4,14,5,33,5,20,27,22,20,32,3,14,40,26,7,15,9,5,7,2,13,14,1,3,0,1,28,9,11,10,2,8,35,4,2,13,1,8,0,9,7,3,9,25,6,2,0,11,0,40,10,9,13,2,0,0,2,1,25,14,7,6,5,16,10,12,1,7,1,35,8,4,0,4,5,6,16,24,1,4,30,14,11,5,16,0,0,8,2,3,0,7,14,16,12,2,21,19,31,23,20,8,3,14,11,6,0,27,12,0,13,8
ENSG00000106541,4,6,13,8,5,14,14,1,1,8,4,16,19,0,0,21,5,7,1,0,0,5,14,11,16,1,6,0,18,15,7,0,9,6,10,19,6,0,14,2,14,0,15,6,0,0,14,14,15,1,2,0,2,3,24,4,16,0,22,0,5,3,0,15,20,3,5,12,8,7,0,0,6,9,21,0,6,4,3,26,3,0,8,28,15,18,2,25,0,2,2,2,0,6,1,3,10,5,7,11,4,1,19,14,4,4,13,13,13,15,14,3,3,12,9
ENSG00000180233,1,16,7,1,12,15,7,0,0,0,5,3,13,0,2,4,12,5,10,4,15,0,5,13,7,13,19,3,12,10,15,13,4,5,6,2,3,0,5,0,3,1,4,4,3,18,14,20,3,0,0,9,0,14,5,8,7,1,0,0,0,22,7,0,19,7,0,2,0,5,0,25,1,0,0,0,2,8,0,9,12,11,7,9,6,3,3,1,0,0,0,0,16,3,1,3,1,3,0,1,5,12,5,4,2,2,3,15,3,6,0,0,0,5,3
ENSG00000006715,15,15,10,15,24,30,24,22,19,36,44,22,44,22,44,43,20,34,30,12,10,38,3,18,46,32,4,7,16,33,19,23,15,19,36,24,20,35,32,9,15,29,34,22,18,19,48,42,5,0,18,7,7,43,11,23,10,12,14,11,8,51,23,11,59,54,23,61,49,3,9,26,33,25,16,4,24,27,12,73,52,15,20,48,50,28,16,33,27,0,1,4,3,11,20,29,19,24,32,52,40,50,11,24,19,39,20,26,14,18,17,6,23,39,46
ENSG00000122515,4,1,10,14,11,13,7,17,28,11,4,15,31,6,9,37,9,6,10,7,21,23,30,2,18,19,9,1,4,23,17,20,23,14,19,35,11,6,18,5,30,13,16,17,1,7,24,26,2,11,17,14,9,22,25,19,5,7,17,19,3,14,17,38,16,35,12,8,9,13,0,0,59,4,4,38,17,10,10,41,16,27,19,31,26,17,18,12,1,4,19,1,14,11,9,6,15,14,5,11,12,43,4,17,22,12,13,4,13,20,3,11,21,22,15
ENSG00000164742,11,14,33,32,42,30,25,39,27,28,15,33,56,10,23,50,37,32,14,24,36,50,30,28,30,33,18,19,9,59,52,28,49,32,25,32,38,25,16,6,63,28,33,45,13,13,28,47,43,8,17,10,2,42,12,73,27,4,6,31,12,49,68,36,21,25,21,34,32,24,19,25,36,37,40,28,26,23,37,90,44,30,24,45,52,36,20,21,70,8,21,5,12,6,14,40,29,56,3,67,48,42,17,50,19,39,33,23,39,14,70,45,23,26,40
ENSG00000106261,14,29,16,14,31,45,19,29,24,27,28,39,73,5,10,51,19,18,25,14,17,40,1,9,28,21,22,8,6,73,15,27,45,30,18,21,16,23,22,11,22,18,10,31,0,35,39,27,24,53,9,20,13,30,12,12,15,9,0,10,15,25,41,27,7,33,16,30,19,34,32,17,36,16,16,26,29,62,23,85,55,34,41,44,27,77,15,11,0,0,14,24,14,6,10,31,21,33,7,54,16,37,9,20,9,24,20,21,9,35,36,54,12,7,41
ENSG00000166529,0,15,0,1,4,1,7,6,0,5,10,1,7,2,1,9,5,6,0,5,1,0,0,5,2,4,2,1,4,6,6,2,2,3,1,6,2,3,6,22,0,0,0,0,3,1,0,12,0,0,2,0,3,1,0,20,4,0,0,0,3,9,0,17,0,5,0,5,1,0,8,0,3,4,4,9,1,6,4,7,7,2,16,11,2,0,4,0,0,0,2,0,1,3,0,0,6,4,0,4,1,3,0,0,8,8,1,0,4,3,0,3,0,0,0
